0.000000 0.000000
0.000023 0.481754
0.000045 0.844328
0.000068 0.998027
0.000091 0.904827
0.000113 0.587786
0.000136 0.125334
0.000159 -0.368124
0.000181 -0.770513
0.000204 -0.982287
0.000227 -0.951057
0.000249 -0.684548
0.000272 -0.248691
0.000295 0.248689
0.000317 0.684546
0.000340 0.951056
0.000363 0.982288
0.000385 0.770514
0.000408 0.368126
0.000431 -0.125331
0.000454 -0.587784
0.000476 -0.904826
0.000499 -0.998027
0.000522 -0.844329
0.000544 -0.481756
0.000567 -0.000003
0.000590 0.481751
0.000612 0.844326
0.000635 0.998027
0.000658 0.904828
0.000680 0.587788
0.000703 0.125336
0.000726 -0.368121
0.000748 -0.770511
0.000771 -0.982287
0.000794 -0.951058
0.000816 -0.684550
0.000839 -0.248694
0.000862 0.248686
0.000884 0.684544
0.000907 0.951055
0.000930 0.982288
0.000952 0.770516
0.000975 0.368129
0.000998 -0.125329
0.001020 -0.587781
0.001043 -0.904825
0.001066 -0.998027
0.001088 -0.844331
0.001111 -0.481758
0.001134 -0.000005
0.001156 0.481749
0.001179 0.844325
0.001202 0.998026
0.001224 0.904829
0.001247 0.587790
0.001270 0.125339
0.001293 -0.368119
0.001315 -0.770509
0.001338 -0.982286
0.001361 -0.951058
0.001383 -0.684552
0.001406 -0.248696
0.001429 0.248684
0.001451 0.684542
0.001474 0.951054
0.001497 0.982289
0.001519 0.770518
0.001542 0.368131
0.001565 -0.125326
0.001587 -0.587779
0.001610 -0.904824
0.001633 -0.998027
0.001655 -0.844332
0.001678 -0.481760
0.001701 -0.000008
0.001723 0.481747
0.001746 0.844324
0.001769 0.998026
0.001791 0.904831
0.001814 0.587792
0.001837 0.125342
0.001859 -0.368117
0.001882 -0.770508
0.001905 -0.982286
0.001927 -0.951059
0.001950 -0.684554
0.001973 -0.248699
0.001995 0.248681
0.002018 0.684540
0.002041 0.951054
0.002063 0.982289
0.002086 0.770519
0.002109 0.368134
0.002132 -0.125323
0.002154 -0.587777
0.002177 -0.904823
0.002200 -0.998027
0.002222 -0.844333
0.002245 -0.481763
0.002268 -0.000010
0.002290 0.481744
0.002313 0.844322
0.002336 0.998026
0.002358 0.904832
0.002381 0.587794
0.002404 0.125344
0.002426 -0.368114
0.002449 -0.770506
0.002472 -0.982285
0.002494 -0.951060
0.002517 -0.684556
0.002540 -0.248701
0.002562 0.248678
0.002585 0.684538
0.002608 0.951053
0.002630 0.982290
0.002653 0.770521
0.002676 0.368136
0.002698 -0.125321
0.002721 -0.587775
0.002744 -0.904822
0.002766 -0.998028
0.002789 -0.844335
0.002812 -0.481765
0.002834 -0.000013
0.002857 0.481742
0.002880 0.844321
0.002902 0.998026
0.002925 0.904833
0.002948 0.587796
0.002971 0.125347
0.002993 -0.368112
0.003016 -0.770504
0.003039 -0.982285
0.003061 -0.951061
0.003084 -0.684557
0.003107 -0.248704
0.003129 0.248676
0.003152 0.684537
0.003175 0.951052
0.003197 0.982290
0.003220 0.770523
0.003243 0.368138
0.003265 -0.125318
0.003288 -0.587773
0.003311 -0.904821
0.003333 -0.998028
0.003356 -0.844336
0.003379 -0.481767
0.003401 -0.000016
0.003424 0.481740
0.003447 0.844319
0.003469 0.998026
0.003492 0.904834
0.003515 0.587798
0.003537 0.125349
0.003560 -0.368109
0.003583 -0.770503
0.003605 -0.982284
0.003628 -0.951062
0.003651 -0.684559
0.003673 -0.248706
0.003696 0.248673
0.003719 0.684535
0.003741 0.951051
0.003764 0.982291
0.003787 0.770524
0.003810 0.368141
0.003832 -0.125316
0.003855 -0.587771
0.003878 -0.904819
0.003900 -0.998028
0.003923 -0.844338
0.003946 -0.481770
0.003968 -0.000018
0.003991 0.481738
0.004014 0.844318
0.004036 0.998026
0.004059 0.904835
0.004082 0.587800
0.004104 0.125352
0.004127 -0.368107
0.004150 -0.770501
0.004172 -0.982284
0.004195 -0.951062
0.004218 -0.684561
0.004240 -0.248709
0.004263 0.248671
0.004286 0.684533
0.004308 0.951050
0.004331 0.982291
0.004354 0.770526
0.004376 0.368143
0.004399 -0.125313
0.004422 -0.587769
0.004444 -0.904818
0.004467 -0.998028
0.004490 -0.844339
0.004512 -0.481772
0.004535 -0.000021
0.004558 0.481735
0.004580 0.844317
0.004603 0.998025
0.004626 0.904836
0.004649 0.587803
0.004671 0.125355
0.004694 -0.368104
0.004717 -0.770499
0.004739 -0.982283
0.004762 -0.951063
0.004785 -0.684563
0.004807 -0.248711
0.004830 0.248668
0.004853 0.684531
0.004875 0.951050
0.004898 0.982291
0.004921 0.770528
0.004943 0.368146
0.004966 -0.125311
0.004989 -0.587767
0.005011 -0.904817
0.005034 -0.998028
0.005057 -0.844340
0.005079 -0.481774
0.005102 -0.000024
0.005125 0.481733
0.005147 0.844315
0.005170 0.998025
0.005193 0.904837
0.005215 0.587805
0.005238 0.125357
0.005261 -0.368102
0.005283 -0.770498
0.005306 -0.982283
0.005329 -0.951064
0.005351 -0.684565
0.005374 -0.248714
0.005397 0.248666
0.005420 0.684529
0.005442 0.951049
0.005465 0.982292
0.005488 0.770529
0.005510 0.368148
0.005533 -0.125308
0.005556 -0.587765
0.005578 -0.904816
0.005601 -0.998028
0.005624 -0.844342
0.005646 -0.481776
0.005669 -0.000026
0.005692 0.481731
0.005714 0.844314
0.005737 0.998025
0.005760 0.904838
0.005782 0.587807
0.005805 0.125360
0.005828 -0.368100
0.005850 -0.770496
0.005873 -0.982282
0.005896 -0.951065
0.005918 -0.684567
0.005941 -0.248716
0.005964 0.248663
0.005986 0.684527
0.006009 0.951048
0.006032 0.982292
0.006054 0.770531
0.006077 0.368151
0.006100 -0.125305
0.006122 -0.587762
0.006145 -0.904815
0.006168 -0.998029
0.006190 -0.844343
0.006213 -0.481779
0.006236 -0.000029
0.006259 0.481728
0.006281 0.844312
0.006304 0.998025
0.006327 0.904839
0.006349 0.587809
0.006372 0.125362
0.006395 -0.368097
0.006417 -0.770494
0.006440 -0.982282
0.006463 -0.951066
0.006485 -0.684569
0.006508 -0.248719
0.006531 0.248661
0.006553 0.684525
0.006576 0.951047
0.006599 0.982293
0.006621 0.770533
0.006644 0.368153
0.006667 -0.125303
0.006689 -0.587760
0.006712 -0.904814
0.006735 -0.998029
0.006757 -0.844345
0.006780 -0.481781
0.006803 -0.000031
0.006825 0.481726
0.006848 0.844311
0.006871 0.998025
0.006893 0.904841
0.006916 0.587811
0.006939 0.125365
0.006961 -0.368095
0.006984 -0.770493
0.007007 -0.982281
0.007029 -0.951067
0.007052 -0.684571
0.007075 -0.248721
0.007098 0.248658
0.007120 0.684523
0.007143 0.951046
0.007166 0.982293
0.007188 0.770534
0.007211 0.368155
0.007234 -0.125300
0.007256 -0.587758
0.007279 -0.904813
0.007302 -0.998029
0.007324 -0.844346
0.007347 -0.481783
0.007370 -0.000034
0.007392 0.481724
0.007415 0.844310
0.007438 0.998025
0.007460 0.904842
0.007483 0.587813
0.007506 0.125368
0.007528 -0.368092
0.007551 -0.770491
0.007574 -0.982281
0.007596 -0.951067
0.007619 -0.684573
0.007642 -0.248724
0.007664 0.248656
0.007687 0.684521
0.007710 0.951046
0.007732 0.982294
0.007755 0.770536
0.007778 0.368158
0.007800 -0.125298
0.007823 -0.587756
0.007846 -0.904812
0.007868 -0.998029
0.007891 -0.844347
0.007914 -0.481786
0.007937 -0.000037
0.007959 0.481722
0.007982 0.844308
0.008005 0.998024
0.008027 0.904843
0.008050 0.587815
0.008073 0.125370
0.008095 -0.368090
0.008118 -0.770489
0.008141 -0.982280
0.008163 -0.951068
0.008186 -0.684575
0.008209 -0.248727
0.008231 0.248653
0.008254 0.684519
0.008277 0.951045
0.008299 0.982294
0.008322 0.770538
0.008345 0.368160
0.008367 -0.125295
0.008390 -0.587754
0.008413 -0.904811
0.008435 -0.998029
0.008458 -0.844349
0.008481 -0.481788
0.008503 -0.000039
0.008526 0.481719
0.008549 0.844307
0.008571 0.998024
0.008594 0.904844
0.008617 0.587817
0.008639 0.125373
0.008662 -0.368087
0.008685 -0.770488
0.008707 -0.982280
0.008730 -0.951069
0.008753 -0.684577
0.008776 -0.248729
0.008798 0.248651
0.008821 0.684517
0.008844 0.951044
0.008866 0.982295
0.008889 0.770539
0.008912 0.368163
0.008934 -0.125292
0.008957 -0.587752
0.008980 -0.904809
0.009002 -0.998029
0.009025 -0.844350
0.009048 -0.481790
0.009070 -0.000042
0.009093 0.481717
0.009116 0.844305
0.009138 0.998024
0.009161 0.904845
0.009184 0.587820
0.009206 0.125375
0.009229 -0.368085
0.009252 -0.770486
0.009274 -0.982279
0.009297 -0.951070
0.009320 -0.684578
0.009342 -0.248732
0.009365 0.248648
0.009388 0.684516
0.009410 0.951043
0.009433 0.982295
0.009456 0.770541
0.009478 0.368165
0.009501 -0.125290
0.009524 -0.587750
0.009546 -0.904808
0.009569 -0.998029
0.009592 -0.844352
0.009615 -0.481793
0.009637 -0.000044
0.009660 0.481715
0.009683 0.844304
0.009705 0.998024
0.009728 0.904846
0.009751 0.587822
0.009773 0.125378
0.009796 -0.368083
0.009819 -0.770484
0.009841 -0.982279
0.009864 -0.951071
0.009887 -0.684580
0.009909 -0.248734
0.009932 0.248646
0.009955 0.684514
0.009977 0.951042
0.010000 0.982296
0.010023 0.770543
0.010045 0.368168
0.010068 -0.125287
0.010091 -0.587748
0.010113 -0.904807
0.010136 -0.998030
0.010159 -0.844353
0.010181 -0.481795
0.010204 -0.000047
0.010227 0.481712
0.010249 0.844303
0.010272 0.998024
0.010295 0.904847
0.010317 0.587824
0.010340 0.125381
0.010363 -0.368080
0.010385 -0.770483
0.010408 -0.982278
0.010431 -0.951071
0.010454 -0.684582
0.010476 -0.248737
0.010499 0.248643
0.010522 0.684512
0.010544 0.951041
0.010567 0.982296
0.010590 0.770544
0.010612 0.368170
0.010635 -0.125285
0.010658 -0.587745
0.010680 -0.904806
0.010703 -0.998030
0.010726 -0.844354
0.010748 -0.481797
0.010771 -0.000050
0.010794 0.481710
0.010816 0.844301
0.010839 0.998024
0.010862 0.904848
0.010884 0.587826
0.010907 0.125383
0.010930 -0.368078
0.010952 -0.770481
0.010975 -0.982278
0.010998 -0.951072
0.011020 -0.684584
0.011043 -0.248739
0.011066 0.248640
0.011088 0.684510
0.011111 0.951041
0.011134 0.982297
0.011156 0.770546
0.011179 0.368172
0.011202 -0.125282
0.011224 -0.587743
0.011247 -0.904805
0.011270 -0.998030
0.011293 -0.844356
0.011315 -0.481799
0.011338 -0.000052
0.011361 0.481708
0.011383 0.844300
0.011406 0.998023
0.011429 0.904849
0.011451 0.587828
0.011474 0.125386
0.011497 -0.368075
0.011519 -0.770479
0.011542 -0.982277
0.011565 -0.951073
0.011587 -0.684586
0.011610 -0.248742
0.011633 0.248638
0.011655 0.684508
0.011678 0.951040
0.011701 0.982297
0.011723 0.770548
0.011746 0.368175
0.011769 -0.125279
0.011791 -0.587741
0.011814 -0.904804
0.011837 -0.998030
0.011859 -0.844357
0.011882 -0.481802
0.011905 -0.000055
0.011927 0.481705
0.011950 0.844298
0.011973 0.998023
0.011995 0.904851
0.012018 0.587830
0.012041 0.125388
0.012063 -0.368073
0.012086 -0.770478
0.012109 -0.982277
0.012132 -0.951074
0.012154 -0.684588
0.012177 -0.248744
0.012200 0.248635
0.012222 0.684506
0.012245 0.951039
0.012268 0.982298
0.012290 0.770549
0.012313 0.368177
0.012336 -0.125277
0.012358 -0.587739
0.012381 -0.904803
0.012404 -0.998030
0.012426 -0.844359
0.012449 -0.481804
0.012472 -0.000058
0.012494 0.481703
0.012517 0.844297
0.012540 0.998023
0.012562 0.904852
0.012585 0.587832
0.012608 0.125391
0.012630 -0.368070
0.012653 -0.770476
0.012676 -0.982276
0.012698 -0.951075
0.012721 -0.684590
0.012744 -0.248747
0.012766 0.248633
0.012789 0.684504
0.012812 0.951038
0.012834 0.982298
0.012857 0.770551
0.012880 0.368180
0.012902 -0.125274
0.012925 -0.587737
0.012948 -0.904802
0.012971 -0.998030
0.012993 -0.844360
0.013016 -0.481806
0.013039 -0.000060
0.013061 0.481701
0.013084 0.844296
0.013107 0.998023
0.013129 0.904853
0.013152 0.587834
0.013175 0.125394
0.013197 -0.368068
0.013220 -0.770474
0.013243 -0.982276
0.013265 -0.951075
0.013288 -0.684592
0.013311 -0.248749
0.013333 0.248630
0.013356 0.684502
0.013379 0.951037
0.013401 0.982299
0.013424 0.770553
0.013447 0.368182
0.013469 -0.125272
0.013492 -0.587735
0.013515 -0.904801
0.013537 -0.998031
0.013560 -0.844361
0.013583 -0.481809
0.013605 -0.000063
0.013628 0.481699
0.013651 0.844294
0.013673 0.998023
0.013696 0.904854
0.013719 0.587836
0.013741 0.125396
0.013764 -0.368066
0.013787 -0.770473
0.013810 -0.982275
0.013832 -0.951076
0.013855 -0.684594
0.013878 -0.248752
0.013900 0.248628
0.013923 0.684500
0.013946 0.951037
0.013968 0.982299
0.013991 0.770554
0.014014 0.368185
0.014036 -0.125269
0.014059 -0.587733
0.014082 -0.904799
0.014104 -0.998031
0.014127 -0.844363
0.014150 -0.481811
0.014172 -0.000065
0.014195 0.481696
0.014218 0.844293
0.014240 0.998023
0.014263 0.904855
0.014286 0.587839
